v,u,w,p
71.1835,-19.9992,1.68761,-6865.76
71.1122,-19.9905,1.68228,-6863.45
71.0438,-19.9818,1.67526,-6862.09
70.9779,-19.9729,1.66561,-6860.72
70.9143,-19.9644,1.65484,-6860.03
70.8527,-19.9559,1.64348,-6859
70.7933,-19.9488,1.633,-6856.55
70.7359,-19.9354,1.61967,-6853.6
70.6801,-19.9204,1.60487,-6852.49
70.6257,-19.9081,1.59185,-6849.83
70.5724,-19.8995,1.59346,-6847.87
70.5201,-19.8952,1.59319,-6847.01
70.4684,-19.8969,1.5912,-6844.21
70.4467,-19.9059,1.589,-6841.97
70.4266,-19.9251,1.58616,-6840.38
70.4073,-19.9508,1.58277,-6837.78
70.3886,-19.9852,1.58413,-6836.46
70.37,-20.0282,1.59529,-6834.96
70.3517,-20.0792,1.60706,-6832.83
70.3334,-20.137,1.61963,-6832.38
70.3149,-20.1992,1.63347,-6829.8
70.2961,-20.266,1.64932,-6829.66
70.277,-20.3361,1.66623,-6829.46
70.2577,-20.4089,1.68477,-6828.98
70.2382,-20.4837,1.70469,-6827.43
70.2186,-20.5595,1.72599,-6828.54
70.1993,-20.6359,1.74832,-6828.69
70.1805,-20.711,1.77141,-6827.66
70.1624,-20.7851,1.79502,-6826.07
70.1452,-20.8556,1.81909,-6824.77
70.129,-20.9231,1.84336,-6823.24
70.1141,-20.9869,1.86742,-6822.82
70.1007,-21.0474,1.891,-6822.6
70.089,-21.1033,1.9141,-6821.81
70.0792,-21.1557,1.93578,-6821.16
70.0716,-21.2051,1.95631,-6819.9
70.0665,-21.2502,1.97536,-6820.78
70.0639,-21.2917,1.99275,-6820.16
70.0637,-21.3299,2.00875,-6819.18
70.0659,-21.3664,2.02542,-6819.36
70.0704,-21.4003,2.04694,-6819.58
70.077,-21.4331,2.06699,-6819.35
70.0854,-21.4645,2.08559,-6817.92
70.0951,-21.494,2.10263,-6817.5
70.1057,-21.5212,2.11836,-6816
70.1166,-21.5489,2.13312,-6815.05
70.1273,-21.5827,2.14696,-6813.65
70.1374,-21.6149,2.16045,-6813.13
70.146,-21.6475,2.17409,-6812.03
70.1531,-21.68,2.18835,-6811.45
70.158,-21.7122,2.20269,-6810.36
70.1604,-21.7448,2.21742,-6811.05
70.1601,-21.7773,2.23264,-6809.12
70.1569,-21.8105,2.24808,-6809.06
70.1507,-21.8425,2.26351,-6808.26
70.1418,-21.8741,2.2788,-6807.58
70.1301,-21.9043,2.29401,-6805.87
70.1159,-21.9338,2.30979,-6803.89
70.0993,-21.9622,2.32611,-6802.83
70.0819,-21.9884,2.34188,-6801.18
70.077,-22.0124,2.35728,-6801.2
70.0699,-22.0347,2.37249,-6799.36
70.0612,-22.0538,2.38664,-6798.1
70.051,-22.0712,2.40008,-6796.31
70.0399,-22.0848,2.41239,-6795.03
70.0282,-22.0951,2.4235,-6793.6
70.0162,-22.1027,2.43333,-6792
70.004,-22.1069,2.44152,-6790.26
69.992,-22.1103,2.44856,-6790.28
69.9806,-22.1102,2.45402,-6787.87
69.9698,-22.1084,2.4581,-6787.03
69.96,-22.1046,2.46063,-6784.21
69.9511,-22.0975,2.4618,-6781.52
69.9431,-22.0887,2.46178,-6778.23
69.9359,-22.0777,2.46047,-6774.72
69.9294,-22.0645,2.45826,-6771.65
69.9231,-22.0492,2.45504,-6768.18
69.9171,-22.0329,2.45105,-6763.85
69.9111,-22.0168,2.44648,-6759.42
69.9071,-21.999,2.44147,-6757.74
69.9047,-21.9701,2.44071,-6752.95
69.9019,-21.9268,2.43855,-6749.03
69.8975,-21.8836,2.43528,-6745.39
69.891,-21.8413,2.43123,-6741.93
69.8823,-21.8017,2.42657,-6738.53
69.8714,-21.7649,2.42094,-6735.1
69.8583,-21.7298,2.41555,-6731.91
69.843,-21.6975,2.40981,-6729.03
69.8253,-21.6678,2.40414,-6726.44
69.8052,-21.6397,2.39875,-6724.99
69.7826,-21.6135,2.39356,-6723.05
69.7574,-21.5896,2.38898,-6719.96
69.7298,-21.5667,2.38457,-6717.13
69.6997,-21.5447,2.38059,-6714.6
69.667,-21.5233,2.37699,-6711.41
69.632,-21.5021,2.37366,-6708.4
69.5948,-21.4811,2.37047,-6704.85
69.5555,-21.4615,2.36739,-6701.83
69.5145,-21.4429,2.3644,-6700.18
69.4721,-21.4252,2.36149,-6697.07
69.4286,-21.4082,2.35857,-6695.19
69.3844,-21.3924,2.35552,-6691.6
69.3398,-21.3777,2.35251,-6689.37
69.2951,-21.3634,2.34932,-6686.08
69.2505,-21.3501,2.34605,-6682.92
69.2061,-21.3356,2.34277,-6680.3
69.1621,-21.3228,2.33932,-6677.19
69.1187,-21.3101,2.33579,-6674.49
69.0759,-21.2984,2.33233,-6672.39
69.0339,-21.2875,2.32852,-6670.1
68.9928,-21.2766,2.325,-6668.02
68.9526,-21.2675,2.32124,-6665.78
68.9133,-21.2588,2.31816,-6662.46
68.8749,-21.2512,2.31412,-6660.07
68.8375,-21.2449,2.31066,-6657.49
68.801,-21.2383,2.3077,-6654.21
68.7654,-21.2328,2.30466,-6649.52
68.7306,-21.2277,2.30165,-6646.11
68.6965,-21.223,2.29871,-6642.15
68.663,-21.2204,2.29577,-6638.5
68.6303,-21.2188,2.29296,-6634.47
68.5984,-21.2197,2.29,-6631.6
68.5674,-21.2209,2.28701,-6628.64
68.5372,-21.2228,2.28443,-6622.56
68.5078,-21.2267,2.28183,-6616.97
68.4792,-21.2315,2.27945,-6611.09
68.4513,-21.2362,2.27737,-6608.88
68.424,-21.2421,2.27533,-6604.5
68.3973,-21.2492,2.2737,-6600.65
68.3713,-21.258,2.27234,-6596.21
68.3458,-21.2679,2.27137,-6592.13
68.3209,-21.2796,2.27085,-6588.84
68.2964,-21.2918,2.27045,-6585.69
68.2725,-21.304,2.2705,-6582.57
68.2491,-21.3184,2.27094,-6579.51
68.2265,-21.3412,2.27155,-6575.43
68.2047,-21.3669,2.27284,-6573.9
68.1837,-21.3942,2.27395,-6568.67
68.1635,-21.4218,2.27541,-6569.05
68.144,-21.4506,2.27735,-6566.28
68.1254,-21.4821,2.27929,-6563.32
68.1078,-21.5154,2.28171,-6561.73
68.0911,-21.551,2.28419,-6560.03
68.0754,-21.5873,2.28701,-6557.98
68.0608,-21.6257,2.29014,-6553.99
68.0472,-21.6659,2.29375,-6551.45
68.0347,-21.7062,2.31264,-6546.97
68.0233,-21.7466,2.41528,-6544.68
68.0129,-21.7877,2.5122,-6540.46
68.0035,-21.8305,2.59646,-6536.03
67.9949,-21.8745,2.66812,-6531.96
67.9873,-21.92,2.74939,-6531.13
67.9807,-21.9668,2.80497,-6529.74
67.9751,-22.0147,2.89643,-6526.87
67.9706,-22.065,3.01573,-6523.19
67.9674,-22.1176,3.12709,-6521.5
67.9653,-22.1712,3.22864,-6519.88
67.9645,-22.2247,3.31126,-6516.67
67.965,-22.2777,3.37477,-6513.33
67.9669,-22.3315,3.42385,-6509.88
67.9701,-22.3838,3.46183,-6506.31
67.9745,-22.4368,3.54752,-6503.17
67.9801,-22.4902,3.65567,-6500.89
67.9872,-22.5417,3.74453,-6498.21
67.9956,-22.5956,3.80681,-6497.8
68.0056,-22.6481,3.84126,-6494.87
68.0173,-22.7022,3.84303,-6492.42
68.0307,-22.7535,3.83156,-6489.49
68.046,-22.8025,3.91152,-6484.26
68.0626,-22.8481,3.97699,-6481
68.0804,-22.8946,4.02074,-6475.72
68.0992,-22.9421,4.02936,-6474.39
68.1192,-22.9864,4.01109,-6474.46
68.1402,-23.0307,3.9707,-6475.52
68.1622,-23.0758,3.98678,-6474.14
68.1853,-23.1233,4.03829,-6471.21
68.2093,-23.171,4.06765,-6471.54
68.234,-23.2194,4.07763,-6470.56
68.2593,-23.2686,4.06352,-6471.18
68.2852,-23.3198,4.02717,-6470.76
68.312,-23.3745,4.01656,-6470.64
68.3397,-23.4293,4.06007,-6469.89
68.3682,-23.4805,4.10228,-6467.5
68.3972,-23.5288,4.13555,-6461.98
68.426,-23.5789,4.15579,-6456.19
68.4544,-23.6324,4.16211,-6453.19
68.4823,-23.6854,4.17004,-6455.6
68.5098,-23.739,4.1891,-6458.94
68.5372,-23.7968,4.29333,-6460.73
68.5648,-23.8595,4.38781,-6458.46
68.5932,-23.9245,4.47094,-6455.77
68.6221,-23.9925,4.55961,-6454.68
68.6514,-24.0554,4.62195,-6449.62
68.681,-24.1115,4.69636,-6445.02
68.7105,-24.17,4.76962,-6441.06
68.7397,-24.2322,4.8939,-6436.45
68.7686,-24.2949,5.04554,-6439.61
68.7977,-24.3596,5.17916,-6444.15
68.827,-24.4288,5.30299,-6444.96
68.857,-24.4988,5.41751,-6442.68
68.8879,-24.5654,5.53961,-6438.06
68.9193,-24.6275,5.65207,-6432.64
68.9505,-24.685,5.76818,-6424.89
68.9809,-24.7401,5.95028,-6419.18
69.0105,-24.7987,6.12861,-6421.2
69.0398,-24.8592,6.27169,-6427.19
69.0693,-24.9166,6.41961,-6434.48
69.0993,-24.9741,6.54155,-6432.67
69.1304,-25.0288,6.63705,-6425.14
69.1623,-25.0778,6.78065,-6420.35
69.1943,-25.1281,6.95509,-6415.95
69.2258,-25.1783,7.07363,-6412.53
69.2576,-25.2263,7.16648,-6420.98
69.2901,-25.273,7.20531,-6431.39
69.3204,-25.3181,7.20254,-6429.4
69.3493,-25.3601,7.34637,-6423.03
69.3801,-25.402,7.53918,-6417.35
69.4131,-25.4479,7.55769,-6414.38
69.4477,-25.4929,7.57623,-6413.98
69.4838,-25.5355,7.55579,-6421.74
69.5214,-25.5788,7.67935,-6431.09
69.5602,-25.6232,7.70577,-6426.5
69.6002,-25.6661,7.65474,-6419.09
69.6407,-25.7113,7.53694,-6412.49
69.6809,-25.7639,7.47964,-6410.36
69.7205,-25.8116,7.46308,-6410.36
69.7599,-25.8559,7.37979,-6415.91
69.7992,-25.9017,7.22061,-6417.81
69.8383,-25.9505,6.99751,-6411.71
69.8771,-26.0021,6.81927,-6406.86
69.9153,-26.0615,6.68743,-6404.13
69.9527,-26.1235,6.48804,-6407.71
69.9894,-26.1763,6.23139,-6412.81
70.0253,-26.229,5.93145,-6412.31
70.0606,-26.288,5.60668,-6405.39
70.0952,-26.3508,5.30152,-6403.08
70.1286,-26.4147,5.04609,-6405.53
70.1607,-26.4775,4.7474,-6405.21
70.1918,-26.5386,4.4281,-6409.64
70.222,-26.5983,4.10297,-6409.92
70.2513,-26.6563,3.77488,-6403.6
70.2809,-26.7173,3.56647,-6401.47
70.3191,-26.7821,3.57569,-6398.98
70.3563,-26.8408,3.58544,-6400.73
70.3929,-26.8977,3.59549,-6406.52
70.4292,-26.9533,3.60562,-6404.05
70.465,-27.0032,3.61598,-6399.08
70.5001,-27.0534,3.62645,-6396.09
70.5339,-27.1109,3.63725,-6395.1
70.5667,-27.1652,3.64828,-6397.43
70.5992,-27.2157,3.6592,-6405.27
70.6319,-27.2645,3.66962,-6408.55
70.6648,-27.3129,3.67946,-6404.17
70.6982,-27.3633,3.68869,-6400.31
70.7322,-27.42,3.72861,-6397.33
70.7667,-27.4741,3.77125,-6400.28
70.8019,-27.5152,3.81254,-6405.66
70.8377,-27.5475,3.8551,-6405.75
70.8735,-27.5836,3.89623,-6397.85
70.9091,-27.6342,3.93485,-6395.91
70.9446,-27.6913,3.98602,-6405.24
70.9804,-27.7375,4.03669,-6422.22
71.0165,-27.7793,4.08435,-6435.03
71.0524,-27.8332,4.13073,-6427.89
71.0886,-27.8944,4.17307,-6417.29
71.1249,-27.9549,4.21461,-6428.31
71.1599,-28.012,4.25715,-6435.69
71.1929,-28.0515,4.29748,-6429.85
71.2244,-28.0969,4.33805,-6431.81
71.2542,-28.1548,4.378,-6432.47
71.2826,-28.2097,4.41724,-6434.62
71.3095,-28.2559,4.4574,-6446.92
71.335,-28.3038,4.49813,-6442.38
71.3592,-28.3511,4.55682,-6443.31
71.3824,-28.4029,4.61815,-6445.62
71.4045,-28.4573,4.68144,-6448.03
71.4257,-28.506,4.74707,-6454.76
71.4467,-28.5535,4.81272,-6461.09
71.4676,-28.6006,4.87907,-6459.8
71.4888,-28.6477,4.94684,-6458.74
71.5106,-28.6976,5.01633,-6462.04
71.5327,-28.7416,5.08439,-6460.99
71.5554,-28.784,5.15198,-6462.48
71.5788,-28.8282,5.22082,-6466.38
71.6033,-28.8735,5.28881,-6468.24
71.629,-28.9143,5.35596,-6467.77
71.656,-28.9556,5.42327,-6466.78
71.6841,-28.9978,5.49031,-6467.39
71.713,-29.0399,5.55751,-6467.26
71.7429,-29.0801,5.62538,-6467.8
71.7735,-29.1223,5.6933,-6469.43
71.8048,-29.1639,5.762,-6473.27
71.8366,-29.2056,5.8322,-6474.96
71.8691,-29.2479,5.90272,-6473.91
71.9018,-29.2923,5.97361,-6473.23
71.9346,-29.3374,6.0451,-6476.18
71.9673,-29.3804,6.11865,-6478.46
71.9998,-29.4238,6.19182,-6479.78
72.0321,-29.4702,6.26483,-6480.18
72.064,-29.5176,6.3386,-6481.91
72.0955,-29.5655,6.41329,-6484.28
72.1269,-29.6135,6.48892,-6484.92
72.158,-29.6605,6.56409,-6485.06
72.1888,-29.7081,6.63901,-6484.22
72.2192,-29.7579,6.72214,-6485.12
72.2495,-29.8073,6.81317,-6486.75
72.2798,-29.8532,6.90316,-6487.8
72.3102,-29.9017,6.99124,-6488.72
72.3406,-29.9503,7.07834,-6489.04
72.3714,-29.999,7.16555,-6490.35
72.4027,-30.0473,7.25105,-6492.98
72.4343,-30.0959,7.33509,-6492.14
72.4665,-30.1438,7.41828,-6495.59
72.4993,-30.1916,7.5012,-6497.6
72.5329,-30.2407,7.58315,-6498.89
72.5672,-30.2893,7.66406,-6500.03
72.6023,-30.3352,7.74265,-6502.39
72.6382,-30.3825,7.82089,-6505.96
72.6751,-30.4297,7.89858,-6506.24
72.713,-30.4756,7.97246,-6507.04
72.7517,-30.5211,8.04434,-6509.41
72.7914,-30.5662,8.11382,-6512.25
72.8323,-30.6092,8.18048,-6514.67
72.8743,-30.6521,8.24267,-6513.59
72.9175,-30.6943,8.30017,-6513.67
72.9619,-30.7371,8.35418,-6515.9
73.0086,-30.779,8.4052,-6517.67
73.0587,-30.8213,8.45243,-6518.29
73.1124,-30.8708,8.49541,-6519.46
73.1689,-30.9204,8.53477,-6521.69
73.2282,-30.9722,8.57086,-6523.56
73.2902,-31.0267,8.60536,-6525.2
73.3541,-31.0827,8.63635,-6526.67
73.4192,-31.1386,8.66359,-6528.06
73.4849,-31.1952,8.68816,-6529.9
73.5504,-31.2543,8.70853,-6531.19
73.6153,-31.3132,8.72493,-6532.94
73.6794,-31.371,8.73628,-6533.52
73.7424,-31.4278,8.7409,-6535.85
73.8042,-31.4856,8.74229,-6537.62
73.8649,-31.5425,8.7366,-6538.42
73.9247,-31.5986,8.72459,-6540.93
73.9838,-31.6538,8.70514,-6541.29
74.0422,-31.7078,8.67771,-6544.35
74.1003,-31.7613,8.64929,-6546.37
74.1582,-31.811,8.61368,-6546.75
74.216,-31.8609,8.57405,-6547.6
74.2735,-31.9085,8.52827,-6548.32
74.3306,-31.9533,8.47884,-6550.06
74.3876,-31.997,8.42579,-6551.43
74.4454,-32.039,8.36524,-6550.99
74.5042,-32.078,8.29866,-6551.61
74.5645,-32.1154,8.22723,-6553.5
74.6261,-32.151,8.15035,-6554.24
74.6891,-32.1841,8.09372,-6555.87
74.7535,-32.226,8.15367,-6556.15
74.8191,-32.3061,8.22791,-6557.7
74.886,-32.3868,8.30133,-6558.4
74.954,-32.4644,8.37621,-6559.74
75.0232,-32.5417,8.44995,-6558.9
75.0936,-32.6154,8.52395,-6561.85
75.1653,-32.687,8.59462,-6562.71
75.2386,-32.7571,8.66448,-6564.99
75.3135,-32.8252,8.73029,-6565.17
75.3895,-32.894,8.79417,-6567.39
75.4745,-32.9583,8.85344,-6568.67
75.5614,-33.0228,8.90979,-6570.19
75.6489,-33.0837,8.9598,-6571.61
75.7365,-33.1459,9.00734,-6572.01
75.8242,-33.2054,9.04816,-6574.13
75.9117,-33.2667,9.08563,-6575.95
75.9989,-33.326,9.11688,-6580.87
76.0856,-33.3882,9.14287,-6582.46
76.1713,-33.4499,9.16395,-6585.03
76.2558,-33.5145,9.17812,-6587.55
76.3387,-33.5782,9.18596,-6592.73
76.4196,-33.6434,9.18665,-6593.88
76.4985,-33.7073,9.17934,-6597.19
76.575,-33.774,9.16631,-6599.2
76.6493,-33.8396,9.14642,-6602.92
76.7211,-33.9051,9.11991,-6606.08
76.7905,-33.9719,9.08724,-6609.35
76.8574,-34.0388,9.04711,-6612.77
76.9221,-34.107,9.00116,-6616.77
76.9846,-34.1759,8.94915,-6620.98
77.0452,-34.245,8.89154,-6625.15
77.1041,-34.3135,8.82706,-6628.04
77.1621,-34.3825,8.76012,-6631.15
77.2194,-34.4507,8.69114,-6633.91
77.2766,-34.5158,8.62086,-6635.91
77.3341,-34.5782,8.55082,-6638.8
77.3923,-34.6364,8.4799,-6639.46
77.4518,-34.6919,8.41019,-6642.92
77.5131,-34.7418,8.34144,-6645.51
77.5765,-34.7871,8.27515,-6645.03
77.6422,-34.8286,8.21052,-6651
77.7104,-34.8663,8.1478,-6654.07
77.7811,-34.9008,8.08773,-6657.89
77.8546,-34.933,8.02925,-6661.16
77.9307,-34.9607,7.97285,-6663.89
78.0089,-34.9841,7.91749,-6665.92
78.089,-35.0048,7.86508,-6667.12
78.1704,-35.0202,7.81397,-6668.32
78.2524,-35.0326,7.76293,-6669.92
78.334,-35.0432,7.71481,-6672.96
78.4146,-35.0522,7.7371,-6678.1
78.4937,-35.0609,7.76184,-6680.54
78.5711,-35.0703,7.78662,-6684.37
78.646,-35.0797,7.81,-6688.6
78.7175,-35.0882,7.83336,-6690.95
78.7853,-35.0974,7.855,-6694.12
78.8487,-35.1071,7.87399,-6696.99
78.9073,-35.1167,7.89062,-6700.18
78.9613,-35.1272,7.90447,-6704.77
79.0106,-35.1401,7.91525,-6709.79
79.056,-35.154,7.92314,-6713.88
79.0979,-35.1692,7.92826,-6718.31
79.137,-35.1839,7.93079,-6720.94
79.1737,-35.1982,7.92977,-6724.37
79.2084,-35.2136,7.92565,-6727.14
79.2413,-35.2272,7.91799,-6729.85
79.2729,-35.2428,7.90799,-6736.06
79.3036,-35.2592,7.89539,-6740.39
79.3339,-35.275,7.88001,-6745.13
79.3643,-35.2904,7.86206,-6749.38
79.395,-35.3029,7.84205,-6750.96
79.4263,-35.3121,7.82107,-6752.21
79.4582,-35.3181,7.79868,-6753.49
79.4906,-35.3214,7.77573,-6757.04
79.5237,-35.3214,7.7519,-6762.43
79.5572,-35.3213,7.72718,-6766.8
79.5913,-35.3214,7.70226,-6771.1
79.626,-35.3192,7.67681,-6775.39
79.6609,-35.315,7.65105,-6779.7
79.6954,-35.3114,7.62562,-6782.52
79.7296,-35.3081,7.60019,-6785.87
79.7634,-35.3059,7.57407,-6790.38
79.7968,-35.3018,7.54923,-6794.71
79.8299,-35.3002,7.51597,-6798.88
79.8628,-35.2977,7.4896,-6801
79.8952,-35.2963,7.46084,-6804.87
79.9271,-35.294,7.43085,-6807.71
79.9584,-35.2909,7.39899,-6811.58
79.9891,-35.2851,7.36795,-6817.02
80.0193,-35.2785,7.33732,-6817.58
80.049,-35.2708,7.30752,-6821.73
80.0785,-35.2638,7.2795,-6825.89
80.1079,-35.2565,7.25144,-6830.64
80.1375,-35.2492,7.22436,-6835.46
80.1676,-35.244,7.19544,-6838.66
80.1983,-35.2397,7.16653,-6841.92
80.2298,-35.2355,7.13675,-6845.39
80.2618,-35.2319,7.10503,-6847.35
80.2944,-35.2303,7.07198,-6850.9
80.3273,-35.23,7.04335,-6855.09
80.3604,-35.2309,7.03388,-6858.39
80.3936,-35.2349,7.02243,-6861.24
80.4271,-35.2392,7.00908,-6864.69
80.4607,-35.246,6.99402,-6867.93
80.4944,-35.2544,6.97722,-6870.92
80.5285,-35.2629,6.95778,-6875.29
80.5631,-35.2705,6.93542,-6881.17
80.5983,-35.2772,6.911,-6884.85
80.6347,-35.2844,6.88377,-6888.35
80.6724,-35.2899,6.85334,-6893.64
80.7119,-35.2932,6.82001,-6901.05
80.7538,-35.297,6.78124,-6908.5
80.7986,-35.2934,6.73073,-6914.42
80.8467,-35.2882,6.68293,-6920.83
80.8987,-35.2769,6.6369,-6927.56
80.9547,-35.2576,6.59125,-6933.53
81.0151,-35.2295,6.57697,-6939.06
81.0802,-35.1918,6.58176,-6947.17
81.15,-35.1439,6.59037,-6953.96
81.2244,-35.0856,6.60268,-6957.64
81.303,-35.0208,6.61945,-6960.06
81.3854,-34.9496,6.6404,-6964.06
81.471,-34.8736,6.66821,-6968.95
81.5588,-34.795,6.7311,-6975.88
81.6476,-34.7185,6.78937,-6980.9
81.736,-34.647,6.84285,-6986.08
81.8231,-34.5828,6.88993,-6994.1
81.9078,-34.5257,6.93115,-6998.46
81.9893,-34.4765,6.9643,-7004.2
82.0667,-34.4359,6.9887,-7010.24
82.1393,-34.4038,7.00432,-7015.85
82.2061,-34.3802,7.01217,-7020.69
82.267,-34.3655,7.01334,-7026.41
82.3219,-34.3562,7.00808,-7035.67
82.3712,-34.3533,6.99715,-7044.06
82.4154,-34.3574,6.9822,-7050.52
82.4552,-34.3686,6.96433,-7057.21
82.4908,-34.3851,6.94347,-7063.14
82.5221,-34.4054,6.92759,-7069.13
82.5493,-34.4287,6.9085,-7075.21
82.5736,-34.4538,6.88278,-7080.91
82.5961,-34.48,6.85165,-7086.24
82.6175,-34.5034,6.82457,-7091.51
82.6393,-34.5301,6.79827,-7093.67
82.6626,-34.5565,6.76987,-7098.06
82.6879,-34.5799,6.73822,-7101.97
82.7158,-34.6,6.7041,-7106.47
82.7463,-34.6171,6.66864,-7108.41
82.7793,-34.6311,6.63029,-7111.91
82.8144,-34.6429,6.58954,-7112.79
82.8511,-34.6502,6.54513,-7114.53
82.8883,-34.6533,6.49761,-7118.42
82.9253,-34.6531,6.44955,-7120.77
82.9612,-34.6488,6.40007,-7121.37
82.9952,-34.6425,6.35065,-7122.06
83.0264,-34.6304,6.31836,-7120.89
83.054,-34.6125,6.29532,-7122.12
83.0776,-34.589,6.27314,-7123.17
83.097,-34.5612,6.2512,-7121.77
83.1121,-34.5293,6.22886,-7120.71
83.1234,-34.4948,6.20429,-7123.67
83.1312,-34.4565,6.17729,-7123.85
83.1362,-34.4167,6.1491,-7122.71
83.1394,-34.3754,6.11966,-7124.03
83.1415,-34.33,6.0905,-7124.76
83.1432,-34.2824,6.05915,-7125.19
83.1451,-34.2355,6.02616,-7125.41
83.1479,-34.1867,5.99285,-7128.31
83.1518,-34.14,5.95975,-7130.1
83.1626,-34.0939,5.92615,-7131.48
83.1845,-34.0483,5.90043,-7135.2
83.2081,-34.0041,5.87562,-7135.63
83.2325,-33.9597,5.8527,-7136.42
83.2565,-33.9172,5.83121,-7136.36
83.2789,-33.8768,5.81047,-7139.66
83.2988,-33.8404,5.79134,-7144.4
83.3153,-33.8106,5.77397,-7149.02
83.3277,-33.7847,5.75738,-7155.01
83.3354,-33.7652,5.74241,-7160.14
83.338,-33.7496,5.7345,-7164.42
83.3353,-33.7367,5.72788,-7167.64
83.3271,-33.7286,5.72302,-7169.29
83.3135,-33.7225,5.72092,-7174.62
83.2949,-33.7204,5.72053,-7178.98
83.2717,-33.721,5.71969,-7182.88
83.2447,-33.7264,5.71791,-7185.38
83.2148,-33.7342,5.71599,-7189.88
83.1827,-33.745,5.71253,-7192.47
83.1492,-33.7591,5.70773,-7191.89
83.1152,-33.7758,5.70001,-7196.11
83.0815,-33.7943,5.69051,-7198.35
83.0487,-33.8126,5.67722,-7197.11
83.0173,-33.8331,5.66432,-7195.03
82.9878,-33.8526,5.65024,-7196.1
82.9603,-33.8699,5.63485,-7193.41
82.9349,-33.8892,5.6193,-7192.57
82.9115,-33.9083,5.60302,-7193.03
82.8901,-33.93,5.58747,-7195.55
82.8705,-33.9505,5.57202,-7196.35
82.8525,-33.974,5.55785,-7198.55
82.8357,-33.9983,5.5447,-7197.99
82.82,-34.0243,5.53376,-7198.99
82.8048,-34.0507,5.52453,-7201.09
82.79,-34.0771,5.51758,-7201.73
82.7753,-34.1041,5.51286,-7203.74
82.7606,-34.1293,5.5108,-7201.74
82.7456,-34.1523,5.511,-7200.37
82.7301,-34.1739,5.5143,-7199.35
82.714,-34.1947,5.51981,-7200.19
82.6973,-34.2143,5.5273,-7201.24
82.6803,-34.2345,5.53688,-7204.22
82.6629,-34.2554,5.54824,-7206.56
82.6457,-34.2764,5.5613,-7208.98
82.6286,-34.2988,5.57534,-7209.8
82.612,-34.3208,5.58994,-7211.96
82.5959,-34.3418,5.60493,-7215.15
82.5804,-34.3639,5.62074,-7216.59
82.5657,-34.3906,5.63803,-7219.33
82.5522,-34.4142,5.65401,-7222.54
82.5398,-34.4396,5.6724,-7222.49
82.5288,-34.4644,5.69076,-7221.63
82.5192,-34.4872,5.71041,-7219.91
82.5111,-34.5076,5.73148,-7218.23
82.5045,-34.5246,5.7525,-7214.88
82.4994,-34.539,5.77419,-7216.99
82.496,-34.5508,5.7968,-7216.69
82.4944,-34.5632,5.81993,-7216.35
82.495,-34.5751,5.84308,-7217.77
82.4979,-34.5848,5.86519,-7220.47
82.5035,-34.5927,5.88787,-7222.99
82.5119,-34.5985,5.9093,-7221.41
82.5233,-34.6033,5.93011,-7220.83
82.5376,-34.604,5.94982,-7223.21
82.5548,-34.6007,5.96868,-7225.04
82.5748,-34.5968,5.98627,-7223.9
82.5977,-34.5886,6.00267,-7224.92
82.6231,-34.5772,6.01892,-7225.03
82.6506,-34.5607,6.03411,-7223.19
82.68,-34.5429,6.04884,-7222.39
82.7107,-34.5198,6.0627,-7222.67
82.7424,-34.4913,6.07692,-7222.71
82.7746,-34.4602,6.0912,-7223.22
82.8068,-34.4262,6.10636,-7223.17
82.8387,-34.3923,6.12265,-7227.28
82.8702,-34.3548,6.13932,-7230.08
82.901,-34.3194,6.15656,-7232.93
82.9312,-34.2857,6.17417,-7234.11
82.961,-34.2492,6.19165,-7239.17
82.9904,-34.2055,6.20879,-7236.71
83.019,-34.1559,6.22543,-7231.92
83.0465,-34.1052,6.24159,-7229.3
83.0728,-34.0537,6.25602,-7230.28
83.0981,-34.0012,6.26948,-7238.27
83.1225,-33.9526,6.28085,-7246.42
83.1466,-33.9088,6.28865,-7248.31
83.1711,-33.8681,6.29527,-7251.02
83.196,-33.822,6.29866,-7251.38
83.2209,-33.7716,6.30007,-7246.78
83.2453,-33.7212,6.29942,-7241.47
83.2694,-33.6723,6.296,-7245.48
83.2929,-33.6274,6.29011,-7252.79
83.3163,-33.5808,6.28135,-7257.81
83.3397,-33.5359,6.26914,-7258.39
83.3633,-33.4848,6.25651,-7251.53
83.3864,-33.43,6.24214,-7246.9
83.4083,-33.3739,6.22511,-7241.28
83.4287,-33.3235,6.2076,-7249.12
83.4485,-33.2716,6.1891,-7260.13
83.4677,-33.2122,6.1665,-7263.2
83.4862,-33.153,6.14362,-7257.14
83.5043,-33.0994,6.12152,-7254.65
83.5214,-33.0443,6.0983,-7251.91
83.5375,-32.9919,6.0734,-7252.07
83.5527,-32.9311,6.04763,-7266.22
83.567,-32.8602,6.02011,-7266.22
83.5798,-32.7927,5.99373,-7251.28
83.5915,-32.7347,5.96614,-7246.53
83.6013,-32.675,5.93671,-7254.21
83.6087,-32.6124,5.90714,-7261.58
83.6143,-32.5456,5.87777,-7269.34
83.6184,-32.4839,5.84609,-7264.28
83.6206,-32.4254,5.81441,-7254.61
83.6211,-32.3721,5.78343,-7258.69
83.6198,-32.3218,5.87652,-7262.54
83.6165,-32.262,5.98443,-7268.61
83.6118,-32.2021,6.10697,-7265.94
83.6055,-32.1408,6.26261,-7257.95
83.5977,-32.0831,6.45693,-7254.33
